onset	duration	nwb_table	label
0.0	16000.7	epochs	PREEpoch
5.0	504.0	states	Awake
510.0	12.0	states	Non-REM
523.0	375.0	states	Awake
899.0	25.0	states	Non-REM
925.0	29.0	states	Awake
955.0	15.0	states	Non-REM
971.0	38.0	states	Awake
1010.0	25.0	states	Non-REM
1036.0	1115.0	states	Awake
2152.0	7.0	states	Non-REM
2160.0	96.0	states	Awake
2257.0	8.0	states	Non-REM
2266.0	67.0	states	Awake
2334.0	8.0	states	Non-REM
2343.0	792.0	states	Awake
3136.0	14.0	states	Non-REM
3151.0	86.0	states	Awake
3238.0	29.0	states	Non-REM
3268.0	17.0	states	Awake
3286.0	397.0	states	Non-REM
3684.0	105.0	states	REM
3790.0	45.0	states	Awake
3836.0	246.0	states	Non-REM
4083.0	20.0	states	REM
4104.0	16.0	states	Awake
4121.0	43.0	states	REM
4165.0	8.0	states	Awake
4174.0	8.0	states	REM
4183.0	72.0	states	Awake
4256.0	280.0	states	Non-REM
4537.0	12.0	states	REM
4550.0	30.0	states	Awake
4581.0	53.0	states	Non-REM
4635.0	8.0	states	Awake
4644.0	200.0	states	Non-REM
4845.0	33.0	states	Awake
4879.0	170.0	states	Non-REM
5050.0	70.0	states	REM
5121.0	11.0	states	Awake
5133.0	59.0	states	REM
5193.0	85.0	states	Awake
5279.0	22.0	states	Non-REM
5302.0	11.0	states	Awake
5314.0	163.0	states	Non-REM
5478.0	39.0	states	Awake
5518.0	287.0	states	Non-REM
5806.0	87.0	states	REM
5894.0	53.0	states	Awake
5948.0	7.0	states	Non-REM
5956.0	52.0	states	Awake
6009.0	14.0	states	Non-REM
6024.0	11.0	states	Awake
6036.0	141.0	states	Non-REM
6178.0	8.0	states	Awake
6187.0	237.0	states	Non-REM
6425.0	43.0	states	REM
6469.0	36.0	states	Awake
6506.0	196.0	states	Non-REM
6703.0	31.0	states	REM
6735.0	134.0	states	Awake
6870.0	29.0	states	Non-REM
6900.0	11.0	states	Awake
6912.0	351.0	states	Non-REM
7264.0	14.0	states	REM
7279.0	80.0	states	Non-REM
7360.0	119.0	states	REM
7480.0	202.0	states	Awake
7683.0	53.0	states	Non-REM
7737.0	13.0	states	Awake
7751.0	54.0	states	Non-REM
7806.0	51.0	states	Awake
7858.0	121.0	states	Non-REM
7980.0	19.0	states	Awake
8000.0	16.0	states	REM
8017.0	262.0	states	Non-REM
8280.0	13.0	states	REM
8294.0	29.0	states	Awake
8324.0	78.0	states	Non-REM
8403.0	102.0	states	REM
8506.0	133.0	states	Awake
8640.0	8.0	states	Non-REM
8649.0	47.0	states	Awake
8697.0	97.0	states	Non-REM
8795.0	25.0	states	Awake
8821.0	129.0	states	Non-REM
8951.0	28.0	states	REM
8980.0	304.0	states	Awake
9285.0	36.0	states	Non-REM
9322.0	23.0	states	Awake
9346.0	112.0	states	Non-REM
9459.0	41.0	states	Awake
9501.0	158.0	states	Non-REM
9660.0	18.0	states	REM
9679.0	1918.0	states	Awake
11598.0	32.0	states	Non-REM
11631.0	38.0	states	Awake
11670.0	65.0	states	Non-REM
11736.0	26.0	states	Awake
11763.0	63.0	states	Non-REM
11827.0	31.0	states	Awake
11859.0	122.0	states	Non-REM
11982.0	35.0	states	REM
12018.0	76.0	states	Awake
12095.0	34.0	states	Non-REM
12130.0	22.0	states	Awake
12153.0	9.0	states	Non-REM
12163.0	8.0	states	REM
12172.0	8.0	states	Non-REM
12181.0	152.0	states	Awake
12334.0	65.0	states	Non-REM
12400.0	476.0	states	Awake
12877.0	87.0	states	Non-REM
12965.0	17.0	states	Awake
12983.0	82.0	states	Non-REM
13066.0	8.0	states	REM
13075.0	26.0	states	Awake
13102.0	19.0	states	Non-REM
13122.0	93.0	states	REM
13216.0	45.0	states	Awake
13262.0	12.0	states	REM
13275.0	22.0	states	Non-REM
13298.0	20.0	states	REM
13319.0	57.0	states	Awake
13377.0	220.0	states	Non-REM
13598.0	100.0	states	REM
13699.0	824.0	states	Awake
14524.0	7.0	states	Non-REM
14532.0	24.0	states	Awake
14557.0	7.0	states	Non-REM
14565.0	23.0	states	Awake
14589.0	122.0	states	Non-REM
14712.0	22.0	states	REM
14735.0	84.0	states	Awake
14820.0	23.0	states	Non-REM
14844.0	18.0	states	Awake
14863.0	74.0	states	Non-REM
14938.0	7.0	states	REM
14946.0	27.0	states	Awake
14974.0	53.0	states	Non-REM
15028.0	83.0	states	REM
15112.0	31.0	states	Awake
15144.0	34.0	states	Non-REM
15179.0	33.0	states	Awake
15213.0	130.0	states	Non-REM
15344.0	11.0	states	REM
15356.0	24.0	states	Awake
15381.0	136.0	states	Non-REM
15518.0	48.0	states	REM
15567.0	16.0	states	Awake
15584.0	58.0	states	REM
15643.0	67.0	states	Awake
15711.0	35.0	states	Non-REM
15747.0	7.0	states	REM
15755.0	28.0	states	Non-REM
15784.0	43.0	states	REM
15828.0	67.0	states	Awake
15896.0	37.0	states	Non-REM
15934.0	13.0	states	Awake
15948.0	39.0	states	Non-REM
15988.0	2398.0	states	Awake
16000.7	3077.7999999999993	epochs	MazeEpoch
18387.0	9.0	states	Non-REM
18397.0	1499.0	states	Awake
19078.5	14481.699999999997	epochs	POSTEpoch
19897.0	37.0	states	Non-REM
19935.0	7.0	states	Awake
19943.0	13.0	states	Non-REM
19957.0	41.0	states	Awake
19999.0	16.0	states	Non-REM
20016.0	119.0	states	Awake
20136.0	12.0	states	Non-REM
20149.0	19.0	states	Awake
20169.0	21.0	states	Non-REM
20191.0	352.0	states	Awake
20544.0	502.0	states	Non-REM
21047.0	19.0	states	Awake
21067.0	260.0	states	Non-REM
21328.0	15.0	states	REM
21344.0	11.0	states	Awake
21356.0	9.0	states	Non-REM
21366.0	11.0	states	REM
21378.0	76.0	states	Awake
21455.0	99.0	states	Non-REM
21555.0	31.0	states	Awake
21587.0	17.0	states	REM
21605.0	23.0	states	Awake
21629.0	9.0	states	REM
21639.0	121.0	states	Non-REM
21761.0	19.0	states	Awake
21781.0	50.0	states	Non-REM
21832.0	55.0	states	Awake
21888.0	168.0	states	Non-REM
22057.0	17.0	states	Awake
22075.0	110.0	states	Non-REM
22186.0	22.0	states	Awake
22209.0	104.0	states	Non-REM
22314.0	24.0	states	Awake
22339.0	69.0	states	Non-REM
22409.0	151.0	states	REM
22561.0	110.0	states	Awake
22672.0	29.0	states	Non-REM
22702.0	15.0	states	Awake
22718.0	22.0	states	Non-REM
22741.0	12.0	states	Awake
22754.0	104.0	states	Non-REM
22859.0	12.0	states	Awake
22872.0	743.0	states	Non-REM
