onset	duration	nwb_table	label
0.0	19330.0	epochs	PREEpoch
5.0	295.0	states	Non-REM
301.0	25.0	states	Awake
327.0	119.0	states	Non-REM
447.0	174.0	states	Awake
622.0	7.0	states	Non-REM
630.0	25.0	states	Awake
656.0	9.0	states	Non-REM
666.0	19.0	states	Awake
686.0	172.0	states	Non-REM
859.0	78.0	states	Awake
938.0	12.0	states	Non-REM
951.0	8.0	states	Awake
960.0	113.0	states	Non-REM
1074.0	86.0	states	Awake
1161.0	34.0	states	Non-REM
1196.0	62.0	states	Awake
1259.0	183.0	states	Non-REM
1443.0	55.0	states	Awake
1499.0	10.0	states	Non-REM
1510.0	22.0	states	Awake
1533.0	18.0	states	Non-REM
1552.0	7.0	states	Awake
1560.0	65.0	states	Non-REM
1626.0	48.0	states	Awake
1675.0	7.0	states	Non-REM
1683.0	185.0	states	Awake
1869.0	8.0	states	Non-REM
1878.0	46.0	states	Awake
1925.0	9.0	states	Non-REM
1935.0	56.0	states	Awake
1992.0	56.0	states	Non-REM
2049.0	59.0	states	Awake
2109.0	17.0	states	Non-REM
2127.0	84.0	states	Awake
2212.0	62.0	states	Non-REM
2275.0	208.0	states	Awake
2484.0	196.0	states	Non-REM
2681.0	1081.0	states	Awake
3763.0	725.0	states	Non-REM
4489.0	19.0	states	Awake
4509.0	28.0	states	REM
4538.0	48.0	states	Awake
4587.0	90.0	states	Non-REM
4678.0	32.0	states	Awake
4711.0	262.0	states	Non-REM
4974.0	78.0	states	REM
5053.0	12.0	states	Awake
5066.0	7.0	states	REM
5074.0	536.0	states	Non-REM
5611.0	89.0	states	REM
5701.0	48.0	states	Awake
5750.0	25.0	states	Non-REM
5776.0	56.0	states	REM
5833.0	51.0	states	Awake
5885.0	386.0	states	Non-REM
6272.0	8.0	states	Awake
6281.0	212.0	states	Non-REM
6494.0	48.0	states	Awake
6543.0	48.0	states	Non-REM
6592.0	13.0	states	Awake
6606.0	129.0	states	Non-REM
6736.0	121.0	states	Awake
6858.0	122.0	states	Non-REM
6981.0	21.0	states	Awake
7003.0	30.0	states	Non-REM
7034.0	16.0	states	Awake
7051.0	16.0	states	Non-REM
7068.0	23.0	states	Awake
7092.0	52.0	states	Non-REM
7145.0	20.0	states	Awake
7166.0	36.0	states	Non-REM
7203.0	14.0	states	Awake
7218.0	190.0	states	Non-REM
7409.0	50.0	states	Awake
7460.0	247.0	states	Non-REM
7708.0	15.0	states	REM
7724.0	10.0	states	Non-REM
7735.0	66.0	states	REM
7802.0	29.0	states	Awake
7832.0	119.0	states	Non-REM
7952.0	51.0	states	Awake
8004.0	167.0	states	Non-REM
8172.0	45.0	states	Awake
8218.0	111.0	states	Non-REM
8330.0	61.0	states	Awake
8392.0	24.0	states	Non-REM
8417.0	9.0	states	REM
8427.0	14.0	states	Non-REM
8442.0	38.0	states	REM
8481.0	13.0	states	Awake
8495.0	93.0	states	Non-REM
8589.0	39.0	states	REM
8629.0	42.0	states	Non-REM
8672.0	104.0	states	REM
8777.0	76.0	states	Awake
8854.0	43.0	states	Non-REM
8898.0	50.0	states	Awake
8949.0	121.0	states	Non-REM
9071.0	49.0	states	Awake
9121.0	571.0	states	Non-REM
9693.0	142.0	states	REM
9836.0	26.0	states	Awake
9863.0	70.0	states	Non-REM
9934.0	11.0	states	Awake
9946.0	50.0	states	Non-REM
9997.0	373.0	states	Awake
10371.0	25.0	states	Non-REM
10397.0	9.0	states	Awake
10407.0	235.0	states	Non-REM
10643.0	19.0	states	Awake
10663.0	387.0	states	Non-REM
11051.0	27.0	states	Awake
11079.0	46.0	states	Non-REM
11126.0	29.0	states	Awake
11156.0	238.0	states	Non-REM
11395.0	171.0	states	REM
11567.0	23.0	states	Awake
11591.0	153.0	states	Non-REM
11745.0	14.0	states	Awake
11760.0	283.0	states	Non-REM
12044.0	12.0	states	Awake
12057.0	18.0	states	REM
12076.0	11.0	states	Awake
12088.0	20.0	states	Non-REM
12109.0	129.0	states	Awake
12239.0	14.0	states	Non-REM
12254.0	30.0	states	Awake
12285.0	21.0	states	Non-REM
12307.0	17.0	states	Awake
12325.0	11.0	states	Non-REM
12337.0	7.0	states	Awake
12345.0	119.0	states	Non-REM
12465.0	22.0	states	Awake
12488.0	42.0	states	Non-REM
12531.0	82.0	states	Awake
12614.0	358.0	states	Non-REM
12973.0	25.0	states	Awake
12999.0	221.0	states	Non-REM
13221.0	19.0	states	Awake
13241.0	59.0	states	Non-REM
13301.0	31.0	states	Awake
13333.0	168.0	states	REM
