onset	duration	nwb_table	label
0.0	18079.5	epochs	PREEpoch
5.0	3489.0	states	Awake
3495.0	37.0	states	Non-REM
3533.0	51.0	states	Awake
3585.0	80.0	states	Non-REM
3666.0	362.0	states	Awake
4029.0	50.0	states	Non-REM
4080.0	19.0	states	Awake
4100.0	951.0	states	Non-REM
5052.0	14.0	states	Awake
5067.0	119.0	states	Non-REM
5187.0	9.0	states	Awake
5197.0	128.0	states	Non-REM
5326.0	11.0	states	Awake
5338.0	223.0	states	Non-REM
5562.0	139.0	states	REM
5702.0	52.0	states	Awake
5755.0	691.0	states	Non-REM
6447.0	140.0	states	REM
6588.0	31.0	states	Awake
6620.0	682.0	states	Non-REM
7303.0	154.0	states	REM
7458.0	27.0	states	Awake
7486.0	8.0	states	REM
7495.0	31.0	states	Awake
7527.0	462.0	states	Non-REM
7990.0	172.0	states	Awake
8163.0	38.0	states	Non-REM
8202.0	17.0	states	Awake
8220.0	564.0	states	Non-REM
8785.0	15.0	states	Awake
8801.0	80.0	states	Non-REM
8882.0	142.0	states	REM
9025.0	27.0	states	Awake
9053.0	32.0	states	Non-REM
9086.0	34.0	states	Awake
9121.0	154.0	states	Non-REM
9276.0	10.0	states	Awake
9287.0	298.0	states	Non-REM
9586.0	12.0	states	Awake
9599.0	187.0	states	Non-REM
9787.0	20.0	states	REM
9808.0	27.0	states	Non-REM
9836.0	133.0	states	REM
9970.0	13.0	states	Non-REM
9984.0	60.0	states	Awake
10045.0	938.0	states	Non-REM
10984.0	27.0	states	Awake
11012.0	387.0	states	Non-REM
11400.0	169.0	states	REM
11570.0	72.0	states	Awake
11643.0	137.0	states	Non-REM
11781.0	41.0	states	Awake
11823.0	217.0	states	Non-REM
12041.0	34.0	states	REM
12076.0	815.0	states	Awake
12892.0	109.0	states	Non-REM
13002.0	45.0	states	Awake
13048.0	698.0	states	Non-REM
13747.0	187.0	states	REM
13935.0	35.0	states	Awake
13971.0	879.0	states	Non-REM
14851.0	22.0	states	Awake
14874.0	553.0	states	Non-REM
15428.0	19.0	states	Awake
15448.0	514.0	states	Non-REM
15963.0	28.0	states	REM
15992.0	18.0	states	Awake
16011.0	23.0	states	Non-REM
16035.0	179.0	states	REM
16215.0	25.0	states	Awake
16241.0	324.0	states	Non-REM
16566.0	270.0	states	Awake
16837.0	37.0	states	Non-REM
16875.0	183.0	states	Awake
17059.0	401.0	states	Non-REM
17461.0	78.0	states	Awake
17540.0	536.0	states	Non-REM
18077.0	3272.0	states	Awake
18079.5	2067.5	epochs	MazeEpoch
20147.0	14714.103199999998	epochs	POSTEpoch
21350.0	49.0	states	Non-REM
21400.0	667.0	states	Awake
22068.0	452.0	states	Non-REM
22521.0	52.0	states	REM
22574.0	60.0	states	Awake
22635.0	110.0	states	Non-REM
22746.0	1579.0	states	Awake
24326.0	93.0	states	Non-REM
24420.0	532.0	states	Awake
24953.0	814.0	states	Non-REM
25768.0	47.0	states	REM
25816.0	23.0	states	Awake
25840.0	11.0	states	Non-REM
25852.0	10.0	states	Awake
25863.0	344.0	states	Non-REM
26208.0	94.0	states	REM
26303.0	270.0	states	Awake
26574.0	25.0	states	Non-REM
26600.0	1068.0	states	Awake
27669.0	80.0	states	Non-REM
27750.0	16.0	states	Awake
27767.0	122.0	states	Non-REM
27890.0	234.0	states	Awake
28125.0	22.0	states	Non-REM
28148.0	105.0	states	Awake
28254.0	142.0	states	Non-REM
28397.0	393.0	states	Awake
28791.0	505.0	states	Non-REM
29297.0	76.0	states	REM
29374.0	49.0	states	Awake
29424.0	47.0	states	Non-REM
29472.0	24.0	states	Awake
29497.0	699.0	states	Non-REM
30197.0	38.0	states	Awake
30236.0	10.0	states	Non-REM
30247.0	672.0	states	Awake
30920.0	78.0	states	Non-REM
30999.0	16.0	states	Awake
31016.0	234.0	states	Non-REM
31251.0	16.0	states	Awake
31268.0	147.0	states	Non-REM
31416.0	46.0	states	REM
31463.0	350.0	states	Awake
31814.0	219.0	states	Non-REM
32034.0	10.0	states	Awake
32045.0	80.0	states	Non-REM
32126.0	118.0	states	REM
32245.0	59.0	states	Awake
32305.0	519.0	states	Non-REM
32825.0	126.0	states	REM
32952.0	63.0	states	Awake
33016.0	9.0	states	Non-REM
33026.0	644.0	states	Awake
33671.0	85.0	states	Non-REM
33757.0	96.0	states	Awake
33854.0	43.0	states	Non-REM
33898.0	20.0	states	Awake
33919.0	106.0	states	Non-REM
34026.0	281.0	states	Awake
34308.0	276.0	states	Non-REM
34585.0	10.0	states	REM
34596.0	31.0	states	Awake
34628.0	7.0	states	REM
34636.0	25.0	states	Awake
34662.0	162.0	states	REM
34825.0	31.0	states	Awake
